"","date.time","recorder","call.type","n.detections","date","humidity","temp","precip.day.of","tmin","precip.day.before","hours.sun","time","lunar.vals","time.bin.id","index"
"3255","20180218_06","S15","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,6,"New","madrugada","S15_20180218_madrugada"
"4088","20180218_00","S16","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,0,"New","madrugada","S16_20180218_madrugada"
"4089","20180218_02","S16","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,2,"New","madrugada","S16_20180218_madrugada"
"4090","20180218_04","S16","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,4,"New","madrugada","S16_20180218_madrugada"
"4091","20180218_06","S16","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,6,"New","madrugada","S16_20180218_madrugada"
"4945","20180218_00","S17","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,0,"New","madrugada","S17_20180218_madrugada"
"4946","20180218_02","S17","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,2,"New","madrugada","S17_20180218_madrugada"
"4947","20180218_04","S17","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,4,"New","madrugada","S17_20180218_madrugada"
"4948","20180218_06","S17","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,6,"New","madrugada","S17_20180218_madrugada"
"5732","20180218_04","S18","long.argus",1,"20180218",86,32.3,0,23.5,1.3,7.7,4,"New","madrugada","S18_20180218_madrugada"
"6035","20180218_00","S18","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,0,"New","madrugada","S18_20180218_madrugada"
"6036","20180218_02","S18","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,2,"New","madrugada","S18_20180218_madrugada"
"6037","20180218_06","S18","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,6,"New","madrugada","S18_20180218_madrugada"
"6660","20180218_00","S19","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,0,"New","madrugada","S19_20180218_madrugada"
"6661","20180218_02","S19","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,2,"New","madrugada","S19_20180218_madrugada"
"6662","20180218_04","S19","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,4,"New","madrugada","S19_20180218_madrugada"
"6663","20180218_06","S19","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,6,"New","madrugada","S19_20180218_madrugada"
"7812","20180218_00","S20","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,0,"New","madrugada","S20_20180218_madrugada"
"7813","20180218_02","S20","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,2,"New","madrugada","S20_20180218_madrugada"
"7814","20180218_04","S20","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,4,"New","madrugada","S20_20180218_madrugada"
"7815","20180218_06","S20","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,6,"New","madrugada","S20_20180218_madrugada"
"290","20180219_04","S11","long.argus",2,"20180219",96,32.4,1.2,24.1,0,7.8,4,"New","madrugada","S11_20180219_madrugada"
"694","20180219_00","S11","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,0,"New","madrugada","S11_20180219_madrugada"
"695","20180219_02","S11","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,2,"New","madrugada","S11_20180219_madrugada"
"696","20180219_06","S11","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,6,"New","madrugada","S11_20180219_madrugada"
"1399","20180219_00","S12","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,0,"New","madrugada","S12_20180219_madrugada"
"1400","20180219_02","S12","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,2,"New","madrugada","S12_20180219_madrugada"
"1401","20180219_04","S12","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,4,"New","madrugada","S12_20180219_madrugada"
"1402","20180219_06","S12","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,6,"New","madrugada","S12_20180219_madrugada"
"2202","20180219_00","S13","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,0,"New","madrugada","S13_20180219_madrugada"
"2203","20180219_02","S13","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,2,"New","madrugada","S13_20180219_madrugada"
"2204","20180219_04","S13","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,4,"New","madrugada","S13_20180219_madrugada"
"2205","20180219_06","S13","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,6,"New","madrugada","S13_20180219_madrugada"
"2913","20180219_00","S14","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,0,"New","madrugada","S14_20180219_madrugada"
"2914","20180219_02","S14","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,2,"New","madrugada","S14_20180219_madrugada"
"2915","20180219_04","S14","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,4,"New","madrugada","S14_20180219_madrugada"
"2916","20180219_06","S14","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,6,"New","madrugada","S14_20180219_madrugada"
"3264","20180219_00","S15","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,0,"New","madrugada","S15_20180219_madrugada"
"3265","20180219_02","S15","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,2,"New","madrugada","S15_20180219_madrugada"
"3266","20180219_04","S15","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,4,"New","madrugada","S15_20180219_madrugada"
"3267","20180219_06","S15","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,6,"New","madrugada","S15_20180219_madrugada"
"4100","20180219_00","S16","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,0,"New","madrugada","S16_20180219_madrugada"
"4101","20180219_02","S16","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,2,"New","madrugada","S16_20180219_madrugada"
"4102","20180219_04","S16","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,4,"New","madrugada","S16_20180219_madrugada"
"4103","20180219_06","S16","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,6,"New","madrugada","S16_20180219_madrugada"
"4680","20180219_04","S17","long.argus",3,"20180219",96,32.4,1.2,24.1,0,7.8,4,"New","madrugada","S17_20180219_madrugada"
"4956","20180219_00","S17","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,0,"New","madrugada","S17_20180219_madrugada"
"4957","20180219_02","S17","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,2,"New","madrugada","S17_20180219_madrugada"
"4958","20180219_06","S17","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,6,"New","madrugada","S17_20180219_madrugada"
"6042","20180219_00","S18","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,0,"New","madrugada","S18_20180219_madrugada"
"6043","20180219_02","S18","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,2,"New","madrugada","S18_20180219_madrugada"
"6044","20180219_04","S18","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,4,"New","madrugada","S18_20180219_madrugada"
"6045","20180219_06","S18","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,6,"New","madrugada","S18_20180219_madrugada"
"6672","20180219_00","S19","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,0,"New","madrugada","S19_20180219_madrugada"
"6673","20180219_02","S19","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,2,"New","madrugada","S19_20180219_madrugada"
"6674","20180219_04","S19","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,4,"New","madrugada","S19_20180219_madrugada"
"6675","20180219_06","S19","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,6,"New","madrugada","S19_20180219_madrugada"
"7822","20180219_00","S20","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,0,"New","madrugada","S20_20180219_madrugada"
"7823","20180219_02","S20","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,2,"New","madrugada","S20_20180219_madrugada"
"7824","20180219_04","S20","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,4,"New","madrugada","S20_20180219_madrugada"
"7825","20180219_06","S20","none",0,"20180219",96,32.4,1.2,24.1,0,7.8,6,"New","madrugada","S20_20180219_madrugada"
"704","20180220_00","S11","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,0,"Waxing","madrugada","S11_20180220_madrugada"
"705","20180220_02","S11","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,2,"Waxing","madrugada","S11_20180220_madrugada"
"706","20180220_04","S11","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,4,"Waxing","madrugada","S11_20180220_madrugada"
"707","20180220_06","S11","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,6,"Waxing","madrugada","S11_20180220_madrugada"
"1411","20180220_00","S12","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,0,"Waxing","madrugada","S12_20180220_madrugada"
"1412","20180220_02","S12","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,2,"Waxing","madrugada","S12_20180220_madrugada"
"1413","20180220_04","S12","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,4,"Waxing","madrugada","S12_20180220_madrugada"
"1414","20180220_06","S12","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,6,"Waxing","madrugada","S12_20180220_madrugada"
"2214","20180220_00","S13","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,0,"Waxing","madrugada","S13_20180220_madrugada"
"2215","20180220_02","S13","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,2,"Waxing","madrugada","S13_20180220_madrugada"
"2216","20180220_04","S13","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,4,"Waxing","madrugada","S13_20180220_madrugada"
"2217","20180220_06","S13","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,6,"Waxing","madrugada","S13_20180220_madrugada"
"2924","20180220_00","S14","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,0,"Waxing","madrugada","S14_20180220_madrugada"
"2925","20180220_02","S14","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,2,"Waxing","madrugada","S14_20180220_madrugada"
"2926","20180220_04","S14","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,4,"Waxing","madrugada","S14_20180220_madrugada"
"2927","20180220_06","S14","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,6,"Waxing","madrugada","S14_20180220_madrugada"
"3276","20180220_00","S15","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,0,"Waxing","madrugada","S15_20180220_madrugada"
"3277","20180220_02","S15","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,2,"Waxing","madrugada","S15_20180220_madrugada"
"3278","20180220_04","S15","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,4,"Waxing","madrugada","S15_20180220_madrugada"
"3279","20180220_06","S15","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,6,"Waxing","madrugada","S15_20180220_madrugada"
"4111","20180220_00","S16","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,0,"Waxing","madrugada","S16_20180220_madrugada"
"4112","20180220_02","S16","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,2,"Waxing","madrugada","S16_20180220_madrugada"
"4113","20180220_04","S16","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,4,"Waxing","madrugada","S16_20180220_madrugada"
"4114","20180220_06","S16","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,6,"Waxing","madrugada","S16_20180220_madrugada"
"4965","20180220_00","S17","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,0,"Waxing","madrugada","S17_20180220_madrugada"
"4966","20180220_02","S17","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,2,"Waxing","madrugada","S17_20180220_madrugada"
"4967","20180220_04","S17","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,4,"Waxing","madrugada","S17_20180220_madrugada"
"4968","20180220_06","S17","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,6,"Waxing","madrugada","S17_20180220_madrugada"
"6052","20180220_00","S18","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,0,"Waxing","madrugada","S18_20180220_madrugada"
"6053","20180220_02","S18","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,2,"Waxing","madrugada","S18_20180220_madrugada"
"6054","20180220_04","S18","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,4,"Waxing","madrugada","S18_20180220_madrugada"
"6055","20180220_06","S18","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,6,"Waxing","madrugada","S18_20180220_madrugada"
"6683","20180220_00","S19","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,0,"Waxing","madrugada","S19_20180220_madrugada"
"6684","20180220_02","S19","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,2,"Waxing","madrugada","S19_20180220_madrugada"
"6685","20180220_04","S19","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,4,"Waxing","madrugada","S19_20180220_madrugada"
"6686","20180220_06","S19","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,6,"Waxing","madrugada","S19_20180220_madrugada"
"7833","20180220_00","S20","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,0,"Waxing","madrugada","S20_20180220_madrugada"
"7834","20180220_02","S20","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,2,"Waxing","madrugada","S20_20180220_madrugada"
"7835","20180220_04","S20","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,4,"Waxing","madrugada","S20_20180220_madrugada"
"7836","20180220_06","S20","none",0,"20180220",95,31.1,0,23.8,1.2,1.9,6,"Waxing","madrugada","S20_20180220_madrugada"
"715","20180221_00","S11","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,0,"Waxing","madrugada","S11_20180221_madrugada"
"716","20180221_02","S11","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,2,"Waxing","madrugada","S11_20180221_madrugada"
"717","20180221_04","S11","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,4,"Waxing","madrugada","S11_20180221_madrugada"
"718","20180221_06","S11","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,6,"Waxing","madrugada","S11_20180221_madrugada"
"1423","20180221_00","S12","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,0,"Waxing","madrugada","S12_20180221_madrugada"
"1424","20180221_02","S12","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,2,"Waxing","madrugada","S12_20180221_madrugada"
"1425","20180221_04","S12","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,4,"Waxing","madrugada","S12_20180221_madrugada"
"1426","20180221_06","S12","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,6,"Waxing","madrugada","S12_20180221_madrugada"
"2226","20180221_00","S13","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,0,"Waxing","madrugada","S13_20180221_madrugada"
"2227","20180221_02","S13","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,2,"Waxing","madrugada","S13_20180221_madrugada"
"2228","20180221_04","S13","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,4,"Waxing","madrugada","S13_20180221_madrugada"
"2229","20180221_06","S13","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,6,"Waxing","madrugada","S13_20180221_madrugada"
"2934","20180221_00","S14","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,0,"Waxing","madrugada","S14_20180221_madrugada"
"2935","20180221_02","S14","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,2,"Waxing","madrugada","S14_20180221_madrugada"
"2936","20180221_04","S14","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,4,"Waxing","madrugada","S14_20180221_madrugada"
"2937","20180221_06","S14","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,6,"Waxing","madrugada","S14_20180221_madrugada"
"3288","20180221_00","S15","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,0,"Waxing","madrugada","S15_20180221_madrugada"
"3289","20180221_02","S15","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,2,"Waxing","madrugada","S15_20180221_madrugada"
"3290","20180221_04","S15","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,4,"Waxing","madrugada","S15_20180221_madrugada"
"3291","20180221_06","S15","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,6,"Waxing","madrugada","S15_20180221_madrugada"
"4123","20180221_00","S16","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,0,"Waxing","madrugada","S16_20180221_madrugada"
"4124","20180221_02","S16","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,2,"Waxing","madrugada","S16_20180221_madrugada"
"4125","20180221_04","S16","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,4,"Waxing","madrugada","S16_20180221_madrugada"
"4126","20180221_06","S16","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,6,"Waxing","madrugada","S16_20180221_madrugada"
"4975","20180221_00","S17","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,0,"Waxing","madrugada","S17_20180221_madrugada"
"4976","20180221_02","S17","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,2,"Waxing","madrugada","S17_20180221_madrugada"
"4977","20180221_04","S17","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,4,"Waxing","madrugada","S17_20180221_madrugada"
"4978","20180221_06","S17","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,6,"Waxing","madrugada","S17_20180221_madrugada"
"5755","20180221_04","S18","long.argus",3,"20180221",96,31.5,0.7,24.1,0,5.3,4,"Waxing","madrugada","S18_20180221_madrugada"
"5756","20180221_06","S18","short.argus",1,"20180221",96,31.5,0.7,24.1,0,5.3,6,"Waxing","madrugada","S18_20180221_madrugada"
"6060","20180221_00","S18","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,0,"Waxing","madrugada","S18_20180221_madrugada"
"6061","20180221_02","S18","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,2,"Waxing","madrugada","S18_20180221_madrugada"
"6467","20180221_04","S19","long.argus",1,"20180221",96,31.5,0.7,24.1,0,5.3,4,"Waxing","madrugada","S19_20180221_madrugada"
"6694","20180221_00","S19","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,0,"Waxing","madrugada","S19_20180221_madrugada"
"6695","20180221_02","S19","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,2,"Waxing","madrugada","S19_20180221_madrugada"
"6696","20180221_06","S19","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,6,"Waxing","madrugada","S19_20180221_madrugada"
"7842","20180221_00","S20","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,0,"Waxing","madrugada","S20_20180221_madrugada"
"7843","20180221_02","S20","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,2,"Waxing","madrugada","S20_20180221_madrugada"
"7844","20180221_04","S20","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,4,"Waxing","madrugada","S20_20180221_madrugada"
"7845","20180221_06","S20","none",0,"20180221",96,31.5,0.7,24.1,0,5.3,6,"Waxing","madrugada","S20_20180221_madrugada"
"726","20180222_00","S11","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,0,"Waxing","madrugada","S11_20180222_madrugada"
"727","20180222_02","S11","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,2,"Waxing","madrugada","S11_20180222_madrugada"
"728","20180222_04","S11","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,4,"Waxing","madrugada","S11_20180222_madrugada"
"729","20180222_06","S11","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,6,"Waxing","madrugada","S11_20180222_madrugada"
"1435","20180222_00","S12","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,0,"Waxing","madrugada","S12_20180222_madrugada"
"1436","20180222_02","S12","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,2,"Waxing","madrugada","S12_20180222_madrugada"
"1437","20180222_04","S12","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,4,"Waxing","madrugada","S12_20180222_madrugada"
"1438","20180222_06","S12","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,6,"Waxing","madrugada","S12_20180222_madrugada"
"2238","20180222_00","S13","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,0,"Waxing","madrugada","S13_20180222_madrugada"
"2239","20180222_02","S13","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,2,"Waxing","madrugada","S13_20180222_madrugada"
"2240","20180222_04","S13","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,4,"Waxing","madrugada","S13_20180222_madrugada"
"2241","20180222_06","S13","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,6,"Waxing","madrugada","S13_20180222_madrugada"
"2945","20180222_00","S14","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,0,"Waxing","madrugada","S14_20180222_madrugada"
"2946","20180222_02","S14","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,2,"Waxing","madrugada","S14_20180222_madrugada"
"2947","20180222_04","S14","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,4,"Waxing","madrugada","S14_20180222_madrugada"
"2948","20180222_06","S14","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,6,"Waxing","madrugada","S14_20180222_madrugada"
"3299","20180222_00","S15","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,0,"Waxing","madrugada","S15_20180222_madrugada"
"3300","20180222_02","S15","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,2,"Waxing","madrugada","S15_20180222_madrugada"
"3301","20180222_04","S15","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,4,"Waxing","madrugada","S15_20180222_madrugada"
"3302","20180222_06","S15","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,6,"Waxing","madrugada","S15_20180222_madrugada"
"4135","20180222_00","S16","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,0,"Waxing","madrugada","S16_20180222_madrugada"
"4136","20180222_02","S16","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,2,"Waxing","madrugada","S16_20180222_madrugada"
"4137","20180222_04","S16","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,4,"Waxing","madrugada","S16_20180222_madrugada"
"4138","20180222_06","S16","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,6,"Waxing","madrugada","S16_20180222_madrugada"
"4985","20180222_00","S17","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,0,"Waxing","madrugada","S17_20180222_madrugada"
"4986","20180222_02","S17","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,2,"Waxing","madrugada","S17_20180222_madrugada"
"4987","20180222_04","S17","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,4,"Waxing","madrugada","S17_20180222_madrugada"
"4988","20180222_06","S17","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,6,"Waxing","madrugada","S17_20180222_madrugada"
"5765","20180222_04","S18","long.argus",3,"20180222",97,30.4,0,23.8,0.7,2.3,4,"Waxing","madrugada","S18_20180222_madrugada"
"6068","20180222_00","S18","none",0,"20180222",97,30.4,0,23.8,0.7,2.3,0,"Waxing","madrugada","S18_20180222_madrugada"
